"","baker_first_name","baker_last_name","baker_age","baker_occupation","baker_hometown","series","episode","technical","signature_bake","show_stopper","result"
"808","Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",8,4,"7","Orange Macadamia Nut Millionaire Shortbreads","Caramel Crown Cake","IN"
"809","Yan","Tsou",46,"Laboratory research scientist","North London",8,4,"8","'Lil' Red's Ginger and Nuts' Millionaire Shortbreads","Animals of the Rainforest Caramel Cake","IN"
"810","Tom","Hetherington",29,"Architect","Edinburgh",8,4,"5","Stem Ginger Caramel Shortbreads","Hummingbird Cake","OUT"
"811","Kate","Lyon",29,"Health and safety inspector","Merseyside",8,4,"6","Salted Bay Caramel Millionaire Shortbreads","Sticky Toffee Apple Caramel Cake","STAR BAKER"
"812","Chris","Geiger",50,"Software developer","Bristol",8,4,NA,NA,NA,NA
"813","Flo","Atkins",71,"Retired","Merseyside",8,4,NA,NA,NA,NA
"814","Peter","Abatan",52,"IT programme manager","Southend, Essex",8,4,NA,NA,NA,NA
"815","Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",8,5,"3","Orange & Treacle Steamed School Pudding","'Opulent Ornament' Trifle Terrine","IN"
"816","Kate","Lyon",29,"Health and safety inspector","Merseyside",8,5,"8","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding","'My Great Great Nan's' Raspberry Trifle Terrine","IN"
"817","Liam","Charles",19,"Student","North London",8,5,"2","Cherries & Lemons that are 'Baked Well'","'Cheers Lads' Trifle Terrine","IN"
"818","Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",8,5,"4","Bakewell Tart Steamed School Pudding","Tropical Trifle Terrine","IN"
"819","Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",8,5,"5","Lemon & Blackcurrant Drizzle Steamed School Pudding","'From Across the Jelly Pond' Trifle Terrine","IN"
"820","Yan","Tsou",46,"Laboratory research scientist","North London",8,5,"6","Mango Fruit Hat Steamed School Pudding","'Heart of a Hero' Trifle Terrine","IN"
"821","James","Hillery",46,"Banker","Brentwood, Essex",8,5,"7","Orange and Ginger Steamed School Pudding","'The Missed Silver Jubilee' Trifle Terrine","OUT"
"822","Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",8,5,"1","Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine","STAR BAKER"
"823","Chris","Geiger",50,"Software developer","Bristol",8,5,NA,NA,NA,NA
"824","Flo","Atkins",71,"Retired","Merseyside",8,5,NA,NA,NA,NA
"825","Peter","Abatan",52,"IT programme manager","Southend, Essex",8,5,NA,NA,NA,NA
"826","Tom","Hetherington",29,"Architect","Edinburgh",8,5,NA,NA,NA,NA
"827","Kate","Lyon",29,"Health and safety inspector","Merseyside",8,6,"5","'Vegetarian Pie Faces' Decorative Pies","Potato Curry Pie with Mango & Chilli Glaze","IN"
"828","Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",8,6,"2","'The Four Seasons' Decorative Pies","Game Pie with Glazed Forest Fruits","IN"
"829","Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",8,6,"6","'Love Theme' Decorative Pies","Indian Hand Raised Pie with Mango","IN"
"830","Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",8,6,"3","'Fleetwood Mac' Decorative Pies","Christmas Pie","IN"
"831","Yan","Tsou",46,"Laboratory research scientist","North London",8,6,"1","'πr2' Decorative Pies","Chequerboard Pie","IN"
"832","Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",8,6,"7","'Pies from the Tree' Decorative Pies","'Special Occasion' Pie","OUT"
"833","Liam","Charles",19,"Student","North London",8,6,"4","'Standard FC' Decorative Pies","'Nan's Sunday Dinner' Pie","STAR BAKER"
"834","Chris","Geiger",50,"Software developer","Bristol",8,6,NA,NA,NA,NA
"835","Flo","Atkins",71,"Retired","Merseyside",8,6,NA,NA,NA,NA
"836","James","Hillery",46,"Banker","Brentwood, Essex",8,6,NA,NA,NA,NA
"837","Peter","Abatan",52,"IT programme manager","Southend, Essex",8,6,NA,NA,NA,NA
"838","Tom","Hetherington",29,"Architect","Edinburgh",8,6,NA,NA,NA,NA
"839","Kate","Lyon",29,"Health and safety inspector","Merseyside",8,7,"6","'Happy Hour' Cocktail Cannoli","'Flavour Fusion' Sfogliatelle","IN"
"840","Liam","Charles",19,"Student","North London",8,7,"2","'Just Doing Me' Cannoli","'Morning Delivery' Sfogliatelle","IN"
"841","Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",8,7,"3","'Classics with a Twist' Cannoli","'Classics' Sfogliatelle","IN"
"842","Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",8,7,"4","My All Time Favourite Desserts","Pastry Surprise","IN"
"843","Yan","Tsou",46,"Laboratory research scientist","North London",8,7,"5","Cannoli Cocktails","Canadian-Style Sfogliatelle","OUT"
"844","Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",8,7,"1","Italian Style Cannoli","'Sicilian-style' Sfogliatelle","STAR BAKER"
"845","Chris","Geiger",50,"Software developer","Bristol",8,7,NA,NA,NA,NA
"846","Flo","Atkins",71,"Retired","Merseyside",8,7,NA,NA,NA,NA
"847","James","Hillery",46,"Banker","Brentwood, Essex",8,7,NA,NA,NA,NA
"848","Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",8,7,NA,NA,NA,NA
"849","Peter","Abatan",52,"IT programme manager","Southend, Essex",8,7,NA,NA,NA,NA
"850","Tom","Hetherington",29,"Architect","Edinburgh",8,7,NA,NA,NA,NA
"851","Kate","Lyon",29,"Health and safety inspector","Merseyside",8,8,"2","Burrito Bedfordshire Clangers","'Liver Building Turret' Savoy Cake","IN"
"852","Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",8,8,"4","Char Siu & Banana Praline Bedfordshire Clangers","Citrus with Green Apple Croquembouche Savoy Cake","IN"
"853","Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",8,8,"1","'Mediterranean Medley' Bedfordshire Clangers","Chestnut Rum Savoy Cake","IN"
"854","Liam","Charles",19,"Student","North London",8,8,"5","'Take Out' Bedfordshire Clangers","'Fort Wizardore' Savoy Cake","OUT"
"855","Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",8,8,"3","Camembert & Onion and Apple & Blueberry Bedfordshire Clangers","'Bright' Lemon & Orange Savoy Cake","STAR BAKER"
"856","Chris","Geiger",50,"Software developer","Bristol",8,8,NA,NA,NA,NA
"857","Flo","Atkins",71,"Retired","Merseyside",8,8,NA,NA,NA,NA
"858","James","Hillery",46,"Banker","Brentwood, Essex",8,8,NA,NA,NA,NA
"859","Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",8,8,NA,NA,NA,NA
"860","Peter","Abatan",52,"IT programme manager","Southend, Essex",8,8,NA,NA,NA,NA
"861","Tom","Hetherington",29,"Architect","Edinburgh",8,8,NA,NA,NA,NA
"862","Yan","Tsou",46,"Laboratory research scientist","North London",8,8,NA,NA,NA,NA
"863","Kate","Lyon",29,"Health and safety inspector","Merseyside",8,9,"4","Bellini and Valencian Orange Choux Buns","'Rainbow' Meringue Centrepiece","IN"
"864","Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",8,9,"3","Key Lime Cheesecake and Bakewell Tart Choux Buns","'Some Air Over the Rainbow' Meringue Centrepiece","IN"
"865","Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",8,9,"2","'Choux-nicorn and Choux-moji' Choux Buns","'Flamingos in Love' Meringue Centrepiece","OUT"
"866","Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",8,9,"1","Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns","'Tutu with Opera Filling' Meringue Centrepiece","STAR BAKER"
"867","Chris","Geiger",50,"Software developer","Bristol",8,9,NA,NA,NA,NA
"868","Flo","Atkins",71,"Retired","Merseyside",8,9,NA,NA,NA,NA
"869","James","Hillery",46,"Banker","Brentwood, Essex",8,9,NA,NA,NA,NA
"870","Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",8,9,NA,NA,NA,NA
"871","Liam","Charles",19,"Student","North London",8,9,NA,NA,NA,NA
"872","Peter","Abatan",52,"IT programme manager","Southend, Essex",8,9,NA,NA,NA,NA
"873","Tom","Hetherington",29,"Architect","Edinburgh",8,9,NA,NA,NA,NA
"874","Yan","Tsou",46,"Laboratory research scientist","North London",8,9,NA,NA,NA,NA
"875","Kate","Lyon",29,"Health and safety inspector","Merseyside",8,10,"3","Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet","Runner-up"
"876","Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",8,10,"1","Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads","'Yin Yang' Entremet","Runner-up"
"877","Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",8,10,"2","Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche","'Ode to the Honey Bee' Entremet","WINNER"
"878","Chris","Geiger",50,"Software developer","Bristol",8,10,NA,NA,NA,NA
"879","Flo","Atkins",71,"Retired","Merseyside",8,10,NA,NA,NA,NA
"880","James","Hillery",46,"Banker","Brentwood, Essex",8,10,NA,NA,NA,NA
"881","Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",8,10,NA,NA,NA,NA
"882","Liam","Charles",19,"Student","North London",8,10,NA,NA,NA,NA
"883","Peter","Abatan",52,"IT programme manager","Southend, Essex",8,10,NA,NA,NA,NA
"884","Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",8,10,NA,NA,NA,NA
"885","Tom","Hetherington",29,"Architect","Edinburgh",8,10,NA,NA,NA,NA
"886","Yan","Tsou",46,"Laboratory research scientist","North London",8,10,NA,NA,NA,NA
"887","Antony","Amourdoux",30,"Banker","London",9,1,"12",NA,NA,"IN"
"888","Briony","Williams",33,"Full-time parent","Bristol",9,1,"2",NA,NA,"IN"
"889","Dan","Beasley-Harling",36,"Full-time parent","London",9,1,"4",NA,NA,"IN"
"890","Jon","Jenkins",47,"Blood courier","Newport",9,1,"5",NA,NA,"IN"
"891","Karen","Wright",60,"In-store sampling assistant","Wakefield",9,1,"6",NA,NA,"IN"
"892","Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",9,1,"10",NA,NA,"IN"
"893","Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",9,1,"8",NA,NA,"IN"
"894","Rahul","Mandal",30,"Research scientist","Rotherham",9,1,"7",NA,NA,"IN"
"895","Ruby","Bhogal",29,"Project manager","London",9,1,"1",NA,NA,"IN"
"896","Terry","Hartill",56,"Retired air steward","West Midlands",9,1,"9",NA,NA,"IN"
"897","Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",9,1,"11",NA,NA,"OUT"
"898","Manon","Lagrave",26,"Software project manager","London",9,1,"3",NA,NA,"STAR BAKER"
"899","Antony","Amourdoux",30,"Banker","London",9,2,"9",NA,NA,"IN"
"900","Briony","Williams",33,"Full-time parent","Bristol",9,2,"5",NA,NA,"IN"
"901","Dan","Beasley-Harling",36,"Full-time parent","London",9,2,"3",NA,NA,"IN"
"902","Jon","Jenkins",47,"Blood courier","Newport",9,2,"1",NA,NA,"IN"
"903","Karen","Wright",60,"In-store sampling assistant","Wakefield",9,2,"11",NA,NA,"IN"
"904","Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",9,2,"4",NA,NA,"IN"
"905","Manon","Lagrave",26,"Software project manager","London",9,2,"6",NA,NA,"IN"
"906","Ruby","Bhogal",29,"Project manager","London",9,2,"10",NA,NA,"IN"
"907","Terry","Hartill",56,"Retired air steward","West Midlands",9,2,"8",NA,NA,"IN"
"908","Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",9,2,"7",NA,NA,"OUT"
"909","Rahul","Mandal",30,"Research scientist","Rotherham",9,2,"2",NA,NA,"STAR BAKER"
"910","Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",9,2,NA,NA,NA,NA
"911","Briony","Williams",33,"Full-time parent","Bristol",9,3,"9",NA,NA,"IN"
"912","Dan","Beasley-Harling",36,"Full-time parent","London",9,3,"6",NA,NA,"IN"
"913","Jon","Jenkins",47,"Blood courier","Newport",9,3,"2",NA,NA,"IN"
"914","Karen","Wright",60,"In-store sampling assistant","Wakefield",9,3,"5",NA,NA,"IN"
"915","Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",9,3,"10",NA,NA,"IN"
"916","Manon","Lagrave",26,"Software project manager","London",9,3,"3",NA,NA,"IN"
"917","Ruby","Bhogal",29,"Project manager","London",9,3,"7",NA,NA,"IN"
"918","Terry","Hartill",56,"Retired air steward","West Midlands",9,3,"1",NA,NA,"IN"
"919","Antony","Amourdoux",30,"Banker","London",9,3,"8",NA,NA,"OUT"
"920","Rahul","Mandal",30,"Research scientist","Rotherham",9,3,"4",NA,NA,"STAR BAKER"
"921","Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",9,3,NA,NA,NA,NA
"922","Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",9,3,NA,NA,NA,NA
"923","Terry","Hartill",56,"Retired air steward","West Midlands",9,4,NA,NA,NA,"[a]"
"924","Briony","Williams",33,"Full-time parent","Bristol",9,4,"5",NA,NA,"IN"
"925","Jon","Jenkins",47,"Blood courier","Newport",9,4,"3",NA,NA,"IN"
"926","Karen","Wright",60,"In-store sampling assistant","Wakefield",9,4,"7",NA,NA,"IN"
"927","Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",9,4,"6",NA,NA,"IN"
"928","Manon","Lagrave",26,"Software project manager","London",9,4,"8",NA,NA,"IN"
"929","Rahul","Mandal",30,"Research scientist","Rotherham",9,4,"4",NA,NA,"IN"
"930","Ruby","Bhogal",29,"Project manager","London",9,4,"2",NA,NA,"IN"
"931","Dan","Beasley-Harling",36,"Full-time parent","London",9,4,"1",NA,NA,"STAR BAKER"
"932","Antony","Amourdoux",30,"Banker","London",9,4,NA,NA,NA,NA
"933","Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",9,4,NA,NA,NA,NA
"934","Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",9,4,NA,NA,NA,NA
"935","Briony","Williams",33,"Full-time parent","Bristol",9,5,"6",NA,NA,"IN"
"936","Dan","Beasley-Harling",36,"Full-time parent","London",9,5,"2",NA,NA,"IN"
"937","Jon","Jenkins",47,"Blood courier","Newport",9,5,"7",NA,NA,"IN"
"938","Manon","Lagrave",26,"Software project manager","London",9,5,"5",NA,NA,"IN"
"939","Rahul","Mandal",30,"Research scientist","Rotherham",9,5,"3",NA,NA,"IN"
"940","Ruby","Bhogal",29,"Project manager","London",9,5,"1",NA,NA,"IN"
"941","Karen","Wright",60,"In-store sampling assistant","Wakefield",9,5,"9",NA,NA,"OUT"
"942","Terry","Hartill",56,"Retired air steward","West Midlands",9,5,"8",NA,NA,"OUT"
"943","Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",9,5,"4",NA,NA,"STAR BAKER"
"944","Antony","Amourdoux",30,"Banker","London",9,5,NA,NA,NA,NA
"945","Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",9,5,NA,NA,NA,NA
"946","Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",9,5,NA,NA,NA,NA
"947","Jon","Jenkins",47,"Blood courier","Newport",9,6,"2",NA,NA,"IN"
"948","Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",9,6,"5",NA,NA,"IN"
"949","Manon","Lagrave",26,"Software project manager","London",9,6,"4",NA,NA,"IN"
"950","Rahul","Mandal",30,"Research scientist","Rotherham",9,6,"3",NA,NA,"IN"
"951","Ruby","Bhogal",29,"Project manager","London",9,6,"7",NA,NA,"IN"
"952","Dan","Beasley-Harling",36,"Full-time parent","London",9,6,"6",NA,NA,"OUT"
"953","Briony","Williams",33,"Full-time parent","Bristol",9,6,"1",NA,NA,"STAR BAKER"
"954","Antony","Amourdoux",30,"Banker","London",9,6,NA,NA,NA,NA
"955","Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",9,6,NA,NA,NA,NA
"956","Karen","Wright",60,"In-store sampling assistant","Wakefield",9,6,NA,NA,NA,NA
"957","Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",9,6,NA,NA,NA,NA
"958","Terry","Hartill",56,"Retired air steward","West Midlands",9,6,NA,NA,NA,NA
"959","Briony","Williams",33,"Full-time parent","Bristol",9,7,"5",NA,NA,"IN"
"960","Manon","Lagrave",26,"Software project manager","London",9,7,"2",NA,NA,"IN"
"961","Rahul","Mandal",30,"Research scientist","Rotherham",9,7,"1",NA,NA,"IN"
"962","Ruby","Bhogal",29,"Project manager","London",9,7,"3",NA,NA,"IN"
"963","Jon","Jenkins",47,"Blood courier","Newport",9,7,"4",NA,NA,"OUT"
"964","Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",9,7,"6",NA,NA,"STAR BAKER"
"965","Antony","Amourdoux",30,"Banker","London",9,7,NA,NA,NA,NA
"966","Dan","Beasley-Harling",36,"Full-time parent","London",9,7,NA,NA,NA,NA
"967","Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",9,7,NA,NA,NA,NA
"968","Karen","Wright",60,"In-store sampling assistant","Wakefield",9,7,NA,NA,NA,NA
"969","Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",9,7,NA,NA,NA,NA
"970","Terry","Hartill",56,"Retired air steward","West Midlands",9,7,NA,NA,NA,NA
"971","Briony","Williams",33,"Full-time parent","Bristol",9,8,"1",NA,NA,"IN"
"972","Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",9,8,"2",NA,NA,"IN"
"973","Rahul","Mandal",30,"Research scientist","Rotherham",9,8,"5",NA,NA,"IN"
"974","Manon","Lagrave",26,"Software project manager","London",9,8,"4",NA,NA,"OUT"
"975","Ruby","Bhogal",29,"Project manager","London",9,8,"3",NA,NA,"STAR BAKER"
"976","Antony","Amourdoux",30,"Banker","London",9,8,NA,NA,NA,NA
"977","Dan","Beasley-Harling",36,"Full-time parent","London",9,8,NA,NA,NA,NA
"978","Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",9,8,NA,NA,NA,NA
"979","Jon","Jenkins",47,"Blood courier","Newport",9,8,NA,NA,NA,NA
"980","Karen","Wright",60,"In-store sampling assistant","Wakefield",9,8,NA,NA,NA,NA
"981","Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",9,8,NA,NA,NA,NA
"982","Terry","Hartill",56,"Retired air steward","West Midlands",9,8,NA,NA,NA,NA
"983","Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",9,9,"2",NA,NA,"IN"
"984","Rahul","Mandal",30,"Research scientist","Rotherham",9,9,"4",NA,NA,"IN"
"985","Briony","Williams",33,"Full-time parent","Bristol",9,9,"3",NA,NA,"OUT"
"986","Ruby","Bhogal",29,"Project manager","London",9,9,"1",NA,NA,"STAR BAKER"
"987","Antony","Amourdoux",30,"Banker","London",9,9,NA,NA,NA,NA
"988","Dan","Beasley-Harling",36,"Full-time parent","London",9,9,NA,NA,NA,NA
"989","Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",9,9,NA,NA,NA,NA
"990","Jon","Jenkins",47,"Blood courier","Newport",9,9,NA,NA,NA,NA
"991","Karen","Wright",60,"In-store sampling assistant","Wakefield",9,9,NA,NA,NA,NA
"992","Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",9,9,NA,NA,NA,NA
"993","Manon","Lagrave",26,"Software project manager","London",9,9,NA,NA,NA,NA
"994","Terry","Hartill",56,"Retired air steward","West Midlands",9,9,NA,NA,NA,NA
"995","Kim-Joy","Hewlett",27,"Mental health specialist","Leeds",9,10,"1",NA,NA,"Runner-up"
"996","Ruby","Bhogal",29,"Project manager","London",9,10,"3",NA,NA,"Runner-up"
"997","Rahul","Mandal",30,"Research scientist","Rotherham",9,10,"2",NA,NA,"WINNER"
"998","Antony","Amourdoux",30,"Banker","London",9,10,NA,NA,NA,NA
"999","Briony","Williams",33,"Full-time parent","Bristol",9,10,NA,NA,NA,NA
"1000","Dan","Beasley-Harling",36,"Full-time parent","London",9,10,NA,NA,NA,NA
"1001","Imelda","McCarron",33,"Countryside recreation officer","County Tyrone",9,10,NA,NA,NA,NA
"1002","Jon","Jenkins",47,"Blood courier","Newport",9,10,NA,NA,NA,NA
"1003","Karen","Wright",60,"In-store sampling assistant","Wakefield",9,10,NA,NA,NA,NA
"1004","Luke","Thompson",30,"Civil servant/house and techno DJ","Sheffield",9,10,NA,NA,NA,NA
"1005","Manon","Lagrave",26,"Software project manager","London",9,10,NA,NA,NA,NA
"1006","Terry","Hartill",56,"Retired air steward","West Midlands",9,10,NA,NA,NA,NA
"1007","Alice","Fevronia",28,"Geography teacher","Essex",10,1,"5",NA,NA,"IN"
"1008","Amelia","LeBruin",24,"Fashion designer","Halifax",10,1,"4",NA,NA,"IN"
"1009","David","Atherton",36,"International health adviser","Whitby",10,1,"10",NA,NA,"IN"
"1010","Helena","Garcia",40,"Online project manager","Leeds",10,1,"12",NA,NA,"IN"
"1011","Henry","Bird",20,"Student","Durham",10,1,"1",NA,NA,"IN"
"1012","Jamie","Finn",20,"Part-time waiter","Surrey",10,1,"13",NA,NA,"IN"
"1013","Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",10,1,"11",NA,NA,"IN"
"1014","Phil","Thorne",56,"HGV driver","Rainham",10,1,"8",NA,NA,"IN"
"1015","Priya","O'Shea",34,"Marketing consultant","Leicester",10,1,"7",NA,NA,"IN"
"1016","Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",10,1,"2",NA,NA,"IN"
"1017","Steph","Blackwell",28,"Shop assistant","Chester",10,1,"3",NA,NA,"IN"
"1018","Dan","Chambers",32,"Support worker","Rotherham",10,1,"9",NA,NA,"OUT"
"1019","Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",10,1,"6",NA,NA,"STAR BAKER"
"1020","Amelia","LeBruin",24,"Fashion designer","Halifax",10,2,"9",NA,NA,"IN"
"1021","David","Atherton",36,"International health adviser","Whitby",10,2,"2",NA,NA,"IN"
"1022","Helena","Garcia",40,"Online project manager","Leeds",10,2,"12",NA,NA,"IN"
"1023","Henry","Bird",20,"Student","Durham",10,2,"6",NA,NA,"IN"
"1024","Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",10,2,"4",NA,NA,"IN"
"1025","Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",10,2,"8",NA,NA,"IN"
"1026","Phil","Thorne",56,"HGV driver","Rainham",10,2,"3",NA,NA,"IN"
"1027","Priya","O'Shea",34,"Marketing consultant","Leicester",10,2,"7",NA,NA,"IN"
"1028","Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",10,2,"5",NA,NA,"IN"
"1029","Steph","Blackwell",28,"Shop assistant","Chester",10,2,"10",NA,NA,"IN"
"1030","Jamie","Finn",20,"Part-time waiter","Surrey",10,2,"11",NA,NA,"OUT"
"1031","Alice","Fevronia",28,"Geography teacher","Essex",10,2,"1",NA,NA,"STAR BAKER"
"1032","Dan","Chambers",32,"Support worker","Rotherham",10,2,NA,NA,NA,NA
"1033","Alice","Fevronia",28,"Geography teacher","Essex",10,3,"7",NA,NA,"IN"
"1034","David","Atherton",36,"International health adviser","Whitby",10,3,"2",NA,NA,"IN"
"1035","Helena","Garcia",40,"Online project manager","Leeds",10,3,"8",NA,NA,"IN"
"1036","Henry","Bird",20,"Student","Durham",10,3,"1",NA,NA,"IN"
"1037","Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",10,3,"5",NA,NA,"IN"
"1038","Phil","Thorne",56,"HGV driver","Rainham",10,3,"10",NA,NA,"IN"
"1039","Priya","O'Shea",34,"Marketing consultant","Leicester",10,3,"4",NA,NA,"IN"
"1040","Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",10,3,"9",NA,NA,"IN"
"1041","Steph","Blackwell",28,"Shop assistant","Chester",10,3,"3",NA,NA,"IN"
"1042","Amelia","LeBruin",24,"Fashion designer","Halifax",10,3,"11",NA,NA,"OUT"
"1043","Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",10,3,"6",NA,NA,"STAR BAKER"
"1044","Dan","Chambers",32,"Support worker","Rotherham",10,3,NA,NA,NA,NA
"1045","Jamie","Finn",20,"Part-time waiter","Surrey",10,3,NA,NA,NA,NA
"1046","Alice","Fevronia",28,"Geography teacher","Essex",10,4,"8",NA,NA,"IN"
"1047","David","Atherton",36,"International health adviser","Whitby",10,4,"2",NA,NA,"IN"
"1048","Helena","Garcia",40,"Online project manager","Leeds",10,4,"9",NA,NA,"IN"
"1049","Henry","Bird",20,"Student","Durham",10,4,"3",NA,NA,"IN"
"1050","Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",10,4,"7",NA,NA,"IN"
"1051","Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",10,4,"5",NA,NA,"IN"
"1052","Priya","O'Shea",34,"Marketing consultant","Leicester",10,4,"10",NA,NA,"IN"
"1053","Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",10,4,"4",NA,NA,"IN"
"1054","Phil","Thorne",56,"HGV driver","Rainham",10,4,"6",NA,NA,"OUT"
"1055","Steph","Blackwell",28,"Shop assistant","Chester",10,4,"1",NA,NA,"STAR BAKER"
"1056","Amelia","LeBruin",24,"Fashion designer","Halifax",10,4,NA,NA,NA,NA
"1057","Dan","Chambers",32,"Support worker","Rotherham",10,4,NA,NA,NA,NA
"1058","Jamie","Finn",20,"Part-time waiter","Surrey",10,4,NA,NA,NA,NA
"1059","Alice","Fevronia",28,"Geography teacher","Essex",10,5,"6",NA,NA,"IN"
"1060","David","Atherton",36,"International health adviser","Whitby",10,5,"9",NA,NA,"IN"
"1061","Henry","Bird",20,"Student","Durham",10,5,"3",NA,NA,"IN"
"1062","Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",10,5,"8",NA,NA,"IN"
"1063","Priya","O'Shea",34,"Marketing consultant","Leicester",10,5,"2",NA,NA,"IN"
"1064","Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",10,5,"5",NA,NA,"IN"
"1065","Helena","Garcia",40,"Online project manager","Leeds",10,5,"1",NA,NA,"OUT"
"1066","Michelle","Evans-Fecci",35,"Print shop administrator","Tenby, Wales",10,5,"7",NA,NA,"OUT"
"1067","Steph","Blackwell",28,"Shop assistant","Chester",10,5,"4",NA,NA,"STAR BAKER"
"1068","Amelia","LeBruin",24,"Fashion designer","Halifax",10,5,NA,NA,NA,NA
"1069","Dan","Chambers",32,"Support worker","Rotherham",10,5,NA,NA,NA,NA
"1070","Jamie","Finn",20,"Part-time waiter","Surrey",10,5,NA,NA,NA,NA
"1071","Phil","Thorne",56,"HGV driver","Rainham",10,5,NA,NA,NA,NA
"1072","Alice","Fevronia",28,"Geography teacher","Essex",10,6,"1",NA,NA,"IN"
"1073","David","Atherton",36,"International health adviser","Whitby",10,6,"2",NA,NA,"IN"
"1074","Henry","Bird",20,"Student","Durham",10,6,"4",NA,NA,"IN"
"1075","Michael","Chakraverty",26,"Theatre manager/fitness instructor","Stratford-upon-Avon",10,6,"6",NA,NA,"IN"
"1076","Rosie","Brandreth-Poynter",28,"Veterinary surgeon","Somerset",10,6,"5",NA,NA,"IN"
"1077","Priya","O'Shea",34,"Marketing consultant","Leicester",10,6,"7",NA,NA,"OUT"
